"","site","year","zone","transect","CA_MPA_Name_Short","site_status","site_designation","SPUL_bio","SPUL_legal_bio","ALLURCH","MACPYRAD","MESFRAAD","PANINT","SPUL","SPUL_legal","STRPURAD"
"10510","SCI_LITTLE_SCORPION_W",2009,"MID","2","Scorpion SMR","reference","SMR",0,0,616,0,185,2,0,0,431
"10511","SCI_LITTLE_SCORPION_W",2009,"OUTER","1","Scorpion SMR","reference","SMR",0.0795833715158182,0,404,0,119,0,4,0,285
"10512","SCI_LITTLE_SCORPION_W",2009,"OUTER","2","Scorpion SMR","reference","SMR",0.0214275272515734,0,222,0,130,0,3,0,92
"10513","SCI_LITTLE_SCORPION_W",2009,"OUTER","3","Scorpion SMR","reference","SMR",0,0,0,0,0,0,0,0,0
"10514","SCI_LITTLE_SCORPION_W",2009,"OUTMID","1","Scorpion SMR","reference","SMR",0.0140572934248963,0,0,0,0,0,1,0,0
"10515","SCI_LITTLE_SCORPION_W",2009,"OUTMID","2","Scorpion SMR","reference","SMR",0.0737451711448987,0,0,0,0,0,2,0,0
"10516","SCI_LITTLE_SCORPION_W",2009,"OUTMID","3","Scorpion SMR","reference","SMR",0,0,0,0,0,0,0,0,0
"10517","SCI_LITTLE_SCORPION_W",2013,"INMID","1","Scorpion SMR","reference","SMR",0.00979706888514642,0,0,0,0,0,1,0,0
"10518","SCI_LITTLE_SCORPION_W",2013,"INMID","2","Scorpion SMR","reference","SMR",0,0,0,0,0,0,0,0,0
"10519","SCI_LITTLE_SCORPION_W",2013,"INMID","3","Scorpion SMR","reference","SMR",0,0,0,0,0,0,0,0,0
"10520","SCI_LITTLE_SCORPION_W",2013,"INNER","1","Scorpion SMR","reference","SMR",0,0,3053,0,653,0,0,0,2400
"10521","SCI_LITTLE_SCORPION_W",2013,"INNER","2","Scorpion SMR","reference","SMR",0,0,1722,0,708,0,0,0,1014
"10522","SCI_LITTLE_SCORPION_W",2013,"INNER","3","Scorpion SMR","reference","SMR",0,0,0,0,0,0,0,0,0
"10523","SCI_LITTLE_SCORPION_W",2013,"MID","1","Scorpion SMR","reference","SMR",0,0,815,0,344,1,0,0,471
"10524","SCI_LITTLE_SCORPION_W",2013,"MID","2","Scorpion SMR","reference","SMR",0,0,3930,0,368,0,0,0,3562
"10525","SCI_LITTLE_SCORPION_W",2013,"OUTER","1","Scorpion SMR","reference","SMR",0.112875267932676,0.112875267932676,1395,0,502,0,1,1,893
"10526","SCI_LITTLE_SCORPION_W",2013,"OUTER","2","Scorpion SMR","reference","SMR",0,0,642,0,219,0,0,0,423
"10527","SCI_LITTLE_SCORPION_W",2013,"OUTER","3","Scorpion SMR","reference","SMR",0.00872587716977983,0,0,0,0,0,2,0,0
"10528","SCI_LITTLE_SCORPION_W",2013,"OUTMID","1","Scorpion SMR","reference","SMR",0,0,0,0,0,0,0,0,0
"10529","SCI_LITTLE_SCORPION_W",2013,"OUTMID","2","Scorpion SMR","reference","SMR",0,0,0,0,0,0,0,0,0
"10530","SCI_LITTLE_SCORPION_W",2013,"OUTMID","3","Scorpion SMR","reference","SMR",0,0,0,0,0,0,0,0,0
"10531","SCI_PAINTED_CAVE_CEN",2003,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.270472196513647,0.204856882552931,244,0,69,0,3,2,175
"10532","SCI_PAINTED_CAVE_CEN",2003,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.608886910444524,0.549588578116992,401,116,365,0,4,3,36
"10533","SCI_PAINTED_CAVE_CEN",2003,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.122342810967244,0,0,0,0,0,4,0,0
"10534","SCI_PAINTED_CAVE_CEN",2003,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.0656153139607159,0,0,40,0,0,1,0,0
"10535","SCI_PAINTED_CAVE_CEN",2003,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0.137951989682056,0,38,0,10,0,3,0,28
"10536","SCI_PAINTED_CAVE_CEN",2003,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0.0336203318033877,0,2,48,2,0,1,0,0
"10537","SCI_PAINTED_CAVE_CEN",2003,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10538","SCI_PAINTED_CAVE_CEN",2003,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.23862430267736,0.185231741106913,0,0,0,0,3,2,0
"10539","SCI_PAINTED_CAVE_CEN",2004,"INNER","1","Painted Cave SMCA","mpa","SMCA",0,0,939,5,344,0,0,0,595
"10540","SCI_PAINTED_CAVE_CEN",2004,"INNER","2","Painted Cave SMCA","mpa","SMCA",0,0,2138,0,341,0,0,0,1797
"10541","SCI_PAINTED_CAVE_CEN",2004,"INNER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10542","SCI_PAINTED_CAVE_CEN",2004,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.112875267932676,0.112875267932676,0,0,0,0,1,1,0
"10543","SCI_PAINTED_CAVE_CEN",2004,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0.348332818051593,0.348332818051593,0,29,0,0,3,3,0
"10544","SCI_PAINTED_CAVE_CEN",2004,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,1,0,1,0,0,0,0
"10545","SCI_PAINTED_CAVE_CEN",2004,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.103820457580224,0.103820457580224,0,0,0,0,1,1,0
"10546","SCI_PAINTED_CAVE_CEN",2004,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10547","SCI_PAINTED_CAVE_CEN",2005,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.190991014097369,0.190991014097369,229,23,93,0,1,1,136
"10548","SCI_PAINTED_CAVE_CEN",2005,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.373390421891924,0.281985829245785,501,121,352,0,4,2,149
"10549","SCI_PAINTED_CAVE_CEN",2005,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.103820457580224,0.103820457580224,0,0,0,0,1,1,0
"10550","SCI_PAINTED_CAVE_CEN",2005,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.143095984794476,0.143095984794476,0,0,0,0,1,1,0
"10551","SCI_PAINTED_CAVE_CEN",2005,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,58,224,22,0,0,0,36
"10552","SCI_PAINTED_CAVE_CEN",2005,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,0,135,0,0,0,0,0
"10553","SCI_PAINTED_CAVE_CEN",2005,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.534390364260029,0.534390364260029,0,0,0,0,1,1,0
"10554","SCI_PAINTED_CAVE_CEN",2005,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10555","SCI_PAINTED_CAVE_CEN",2006,"INNER","1","Painted Cave SMCA","mpa","SMCA",0,0,871,58,177,0,0,0,694
"10556","SCI_PAINTED_CAVE_CEN",2006,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.345924590664475,0.345924590664475,407,147,209,0,2,2,198
"10557","SCI_PAINTED_CAVE_CEN",2006,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.415766943751873,0.415766943751873,0,0,0,0,1,1,0
"10558","SCI_PAINTED_CAVE_CEN",2006,"INNER","4","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10559","SCI_PAINTED_CAVE_CEN",2006,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0.993580036425257,0.993580036425257,89,70,3,0,5,5,86
"10560","SCI_PAINTED_CAVE_CEN",2006,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,272,75,144,0,0,0,128
"10561","SCI_PAINTED_CAVE_CEN",2006,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.345924590664475,0.345924590664475,0,0,0,0,2,2,0
"10562","SCI_PAINTED_CAVE_CEN",2006,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.0336203318033877,0,0,0,0,0,1,0,0
"10563","SCI_PAINTED_CAVE_CEN",2007,"INNER","1","Painted Cave SMCA","mpa","SMCA",0,0,919,227,304,0,0,0,615
"10564","SCI_PAINTED_CAVE_CEN",2007,"INNER","2","Painted Cave SMCA","mpa","SMCA",0,0,1202,49,725,0,0,0,477
"10565","SCI_PAINTED_CAVE_CEN",2007,"INNER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10566","SCI_PAINTED_CAVE_CEN",2007,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.370734756408182,0.370734756408182,0,0,0,0,2,2,0
"10567","SCI_PAINTED_CAVE_CEN",2007,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,121,221,11,0,0,0,110
"10568","SCI_PAINTED_CAVE_CEN",2007,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,154,211,50,0,0,0,104
"10569","SCI_PAINTED_CAVE_CEN",2007,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10570","SCI_PAINTED_CAVE_CEN",2007,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10571","SCI_PAINTED_CAVE_CEN",2008,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.16591595977582,0.16591595977582,1758,350,621,0,1,1,1137
"10572","SCI_PAINTED_CAVE_CEN",2008,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.288346997514742,0.288346997514742,4183,41,1600,0,2,2,2583
"10573","SCI_PAINTED_CAVE_CEN",2008,"INNER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10574","SCI_PAINTED_CAVE_CEN",2008,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.534390364260029,0.534390364260029,0,0,0,0,1,1,0
"10575","SCI_PAINTED_CAVE_CEN",2008,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0.125749034744683,0.0723564731742364,94,25,3,0,2,1,91
"10576","SCI_PAINTED_CAVE_CEN",2008,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,348,66,45,0,0,0,303
"10577","SCI_PAINTED_CAVE_CEN",2008,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10578","SCI_PAINTED_CAVE_CEN",2008,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10579","SCI_PAINTED_CAVE_CEN",2009,"INNER","1","Painted Cave SMCA","mpa","SMCA",1.01737603626918,1.01737603626918,1284,172,354,0,2,2,930
"10580","SCI_PAINTED_CAVE_CEN",2009,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.280738712677276,0.280738712677276,717,8,478,1,1,1,239
"10581","SCI_PAINTED_CAVE_CEN",2009,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.20440530381526,0.20440530381526,0,0,0,0,1,1,0
"10582","SCI_PAINTED_CAVE_CEN",2009,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.190991014097369,0.190991014097369,0,0,0,0,1,1,0
"10583","SCI_PAINTED_CAVE_CEN",2009,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,52,387,3,0,0,0,49
"10584","SCI_PAINTED_CAVE_CEN",2009,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,126,183,72,0,0,0,54
"10585","SCI_PAINTED_CAVE_CEN",2009,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.378779039399274,0.373632209121683,0,0,0,0,2,1,0
"10586","SCI_PAINTED_CAVE_CEN",2009,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.833615903832521,0.829611561618217,0,0,0,0,4,3,0
"10587","SCI_PAINTED_CAVE_CEN",2010,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.83364283664352,0.83364283664352,3374,0,1166,0,1,1,2208
"10588","SCI_PAINTED_CAVE_CEN",2010,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.0427625160000547,0,1033,15,575,0,1,0,458
"10589","SCI_PAINTED_CAVE_CEN",2010,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.615153344692039,0.615153344692039,0,0,0,0,1,1,0
"10590","SCI_PAINTED_CAVE_CEN",2010,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.718687883254114,0.718687883254114,0,0,0,0,2,2,0
"10591","SCI_PAINTED_CAVE_CEN",2010,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,738,145,39,0,0,0,699
"10592","SCI_PAINTED_CAVE_CEN",2010,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,486,101,119,0,0,0,367
"10593","SCI_PAINTED_CAVE_CEN",2010,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.233049322731799,0.233049322731799,0,0,0,0,1,1,0
"10594","SCI_PAINTED_CAVE_CEN",2010,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10595","SCI_PAINTED_CAVE_CEN",2011,"INNER","1","Painted Cave SMCA","mpa","SMCA",0,0,2221,0,471,0,0,0,1750
"10596","SCI_PAINTED_CAVE_CEN",2011,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.700090319682274,0.700090319682274,1005,0,422,0,2,2,583
"10597","SCI_PAINTED_CAVE_CEN",2011,"INNER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10598","SCI_PAINTED_CAVE_CEN",2011,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.16591595977582,0.16591595977582,0,0,0,0,1,1,0
"10599","SCI_PAINTED_CAVE_CEN",2011,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,954,0,80,0,0,0,874
"10600","SCI_PAINTED_CAVE_CEN",2011,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,567,0,195,0,0,0,372
"10601","SCI_PAINTED_CAVE_CEN",2011,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10602","SCI_PAINTED_CAVE_CEN",2011,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.516728193916159,0.516728193916159,0,0,0,0,2,2,0
"10603","SCI_PAINTED_CAVE_CEN",2012,"INNER","1","Painted Cave SMCA","mpa","SMCA",0,0,2029,0,886,0,0,0,1143
"10604","SCI_PAINTED_CAVE_CEN",2012,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.20440530381526,0.20440530381526,3739,0,1264,0,1,1,2475
"10605","SCI_PAINTED_CAVE_CEN",2012,"INNER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10606","SCI_PAINTED_CAVE_CEN",2012,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.233049322731799,0.233049322731799,0,0,0,0,1,1,0
"10607","SCI_PAINTED_CAVE_CEN",2012,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0.0723564731742364,0.0723564731742364,376,0,344,0,1,1,32
"10608","SCI_PAINTED_CAVE_CEN",2012,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,529,0,528,0,0,0,1
"10609","SCI_PAINTED_CAVE_CEN",2012,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.157213019150671,0.103820457580224,0,0,0,0,2,1,0
"10610","SCI_PAINTED_CAVE_CEN",2012,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.122431037738923,0.122431037738923,0,0,0,0,1,1,0
"10611","SCI_PAINTED_CAVE_CEN",2014,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.534244149725233,0.534244149725233,1769,0,194,0,2,2,1575
"10612","SCI_PAINTED_CAVE_CEN",2014,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.17816537166556,0.17816537166556,889,0,216,0,1,1,673
"10613","SCI_PAINTED_CAVE_CEN",2014,"INNER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10614","SCI_PAINTED_CAVE_CEN",2014,"INNER","4","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10615","SCI_PAINTED_CAVE_CEN",2014,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,194,0,41,0,0,0,153
"10616","SCI_PAINTED_CAVE_CEN",2014,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,1269,0,194,0,0,0,1075
"10617","SCI_PAINTED_CAVE_CEN",2014,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.510305643751075,0.510305643751075,0,0,0,0,2,2,0
"10618","SCI_PAINTED_CAVE_CEN",2014,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10619","SCI_PAINTED_CAVE_CEN",2015,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.227148800516412,0.21842062351609,694,0,384,0,3,1,310
"10620","SCI_PAINTED_CAVE_CEN",2015,"INNER","2","Painted Cave SMCA","mpa","SMCA",1.1459759676029,1.13009536804138,853,0,444,0,5,2,409
"10621","SCI_PAINTED_CAVE_CEN",2015,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.00514683027759137,0,0,0,0,0,1,0,0
"10622","SCI_PAINTED_CAVE_CEN",2015,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.00514683027759137,0,0,0,0,0,1,0,0
"10623","SCI_PAINTED_CAVE_CEN",2015,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,306,0,294,0,0,0,12
"10624","SCI_PAINTED_CAVE_CEN",2015,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,282,0,222,0,0,0,60
"10625","SCI_PAINTED_CAVE_CEN",2015,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10626","SCI_PAINTED_CAVE_CEN",2015,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.00514683027759137,0,0,0,0,0,1,0,0
"10627","SCI_PAINTED_CAVE_CEN",2016,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.442632159222288,0.401764248138692,0,0,0,0,10,2,0
"10628","SCI_PAINTED_CAVE_CEN",2016,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.306809138220253,0.288346997514742,0,0,0,0,6,2,0
"10629","SCI_PAINTED_CAVE_CEN",2016,"INNER","3","Painted Cave SMCA","mpa","SMCA",1.37531643789455,1.2468591890033,0,0,0,0,12,4,0
"10630","SCI_PAINTED_CAVE_CEN",2016,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.863913677855917,0.807320450711548,0,0,0,0,6,2,0
"10631","SCI_PAINTED_CAVE_CEN",2016,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10632","SCI_PAINTED_CAVE_CEN",2016,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10633","SCI_PAINTED_CAVE_CEN",2016,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.00800868442860817,0,0,0,0,0,2,0,0
"10634","SCI_PAINTED_CAVE_CEN",2016,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.392234935164344,0.353655610339996,0,0,0,0,4,1,0
"10635","SCI_PAINTED_CAVE_CEN",2017,"INNER","1","Painted Cave SMCA","mpa","SMCA",1.16182632244392,0.414219678445079,258,0,154,0,29,2,104
"10636","SCI_PAINTED_CAVE_CEN",2017,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.201512531321565,0,924,17,138,0,9,0,786
"10637","SCI_PAINTED_CAVE_CEN",2017,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.0864028864918753,0.0723564731742364,0,0,0,0,3,1,0
"10638","SCI_PAINTED_CAVE_CEN",2017,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.0140572934248963,0,0,0,0,0,1,0,0
"10639","SCI_PAINTED_CAVE_CEN",2017,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0.0723564731742364,0.0723564731742364,2648,0,433,0,1,1,2215
"10640","SCI_PAINTED_CAVE_CEN",2017,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0.114629123695048,0.0952539225731872,602,0,105,0,2,1,497
"10641","SCI_PAINTED_CAVE_CEN",2017,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.068425902969035,0,0,0,0,0,3,0,0
"10642","SCI_PAINTED_CAVE_CEN",2017,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.0182854924949892,0,0,0,0,0,2,0,0
"10643","SCI_PAINTED_CAVE_CEN",2018,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.204508148193247,0.0795347251987156,1120,0,195,0,5,1,925
"10644","SCI_PAINTED_CAVE_CEN",2018,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.945705348018831,0.846303055799075,781,50,179,0,5,2,602
"10645","SCI_PAINTED_CAVE_CEN",2018,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.727576196240441,0.594700699702562,0,0,0,0,7,4,0
"10646","SCI_PAINTED_CAVE_CEN",2018,"INNER","4","Painted Cave SMCA","mpa","SMCA",1.42883645628333,1.33591779215241,0,0,0,0,10,8,0
"10647","SCI_PAINTED_CAVE_CEN",2018,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0.103133028602934,0,396,0,26,0,6,0,370
"10648","SCI_PAINTED_CAVE_CEN",2018,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0.603250984355683,0.560488468355628,477,0,36,0,2,1,441
"10649","SCI_PAINTED_CAVE_CEN",2018,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.978147667392432,0.868669747521871,0,0,0,0,7,4,0
"10650","SCI_PAINTED_CAVE_CEN",2018,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.537298635746423,0.19098339328281,0,0,0,0,10,2,0
"10651","SCI_PAINTED_CAVE_CEN",2019,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.44187884489085,0.308677340133156,1913,0,220,0,6,3,1693
"10652","SCI_PAINTED_CAVE_CEN",2019,"INNER","2","Painted Cave SMCA","mpa","SMCA",1.0977517222517,0.972726797802173,3200,0,400,0,6,3,2800
"10653","SCI_PAINTED_CAVE_CEN",2019,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.125749034744683,0.0723564731742364,0,0,0,0,2,1,0
"10654","SCI_PAINTED_CAVE_CEN",2019,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.230447180431135,0.0871629357025857,0,0,0,0,5,1,0
"10655","SCI_PAINTED_CAVE_CEN",2019,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,285,0,0,0,0,0,285
"10656","SCI_PAINTED_CAVE_CEN",2019,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0.0380120310756927,0,215,0,22,0,1,0,193
"10657","SCI_PAINTED_CAVE_CEN",2019,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0.290302316346255,0.20440530381526,0,0,0,0,3,1,0
"10658","SCI_PAINTED_CAVE_CEN",2019,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.180461458729654,0.112875267932676,0,0,0,0,3,1,0
"10659","SCI_PAINTED_CAVE_CEN",2020,"INNER","1","Painted Cave SMCA","mpa","SMCA",1.08708137648655,1.00118436395555,1398,0,112,0,6,4,1286
"10660","SCI_PAINTED_CAVE_CEN",2020,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.912518606185759,0.628940184674207,1902,0,329,0,8,2,1573
"10661","SCI_PAINTED_CAVE_CEN",2020,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.581179953391847,0.581179953391847,0,0,0,0,4,4,0
"10662","SCI_PAINTED_CAVE_CEN",2020,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.865146969505171,0.865146969505171,0,0,0,0,7,7,0
"10663","SCI_PAINTED_CAVE_CEN",2020,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,10,0,0,0,0,0,10
"10664","SCI_PAINTED_CAVE_CEN",2020,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,169,0,1,0,0,0,168
"10665","SCI_PAINTED_CAVE_CEN",2020,"OUTER","3","Painted Cave SMCA","mpa","SMCA",1.06629175912925,1.03671759940796,0,0,0,0,3,2,0
"10666","SCI_PAINTED_CAVE_CEN",2020,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.330067077493518,0.248303718669259,0,0,0,0,3,1,0
"10667","SCI_PAINTED_CAVE_E",2003,"INNER","1","Painted Cave SMCA","mpa","SMCA",0,0,122,0,43,0,0,0,79
"10668","SCI_PAINTED_CAVE_E",2003,"INNER","2","Painted Cave SMCA","mpa","SMCA",0,0,69,0,23,0,0,0,46
"10669","SCI_PAINTED_CAVE_E",2003,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.0449300529934526,0,0,0,0,0,2,0,0
"10670","SCI_PAINTED_CAVE_E",2003,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.059298332327532,0,0,0,0,0,1,0,0
"10671","SCI_PAINTED_CAVE_E",2003,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0.31353126116604,0.248303718669259,31,0,23,0,3,1,8
"10672","SCI_PAINTED_CAVE_E",2003,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0.341215770249695,0.280738712677276,53,0,41,0,3,1,12
"10673","SCI_PAINTED_CAVE_E",2003,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10674","SCI_PAINTED_CAVE_E",2003,"OUTER","4","Painted Cave SMCA","mpa","SMCA",1.46273954174758,1.40934698017713,0,0,0,0,7,6,0
"10675","SCI_PAINTED_CAVE_E",2004,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.231883143463839,0.112875267932676,647,0,47,0,3,1,600
"10676","SCI_PAINTED_CAVE_E",2004,"INNER","2","Painted Cave SMCA","mpa","SMCA",0.0295741597212854,0,235,0,18,0,1,0,217
"10677","SCI_PAINTED_CAVE_E",2004,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.647655445760782,0.647655445760782,0,0,0,0,3,3,0
"10678","SCI_PAINTED_CAVE_E",2004,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.286244936670556,0.286244936670556,0,0,0,0,2,2,0
"10679","SCI_PAINTED_CAVE_E",2004,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0.197531439952515,0.159519408876822,38,0,37,0,3,2,1
"10680","SCI_PAINTED_CAVE_E",2004,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,12,14,12,0,0,0,0
"10681","SCI_PAINTED_CAVE_E",2004,"OUTER","3","Painted Cave SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"10682","SCI_PAINTED_CAVE_E",2004,"OUTER","4","Painted Cave SMCA","mpa","SMCA",0.312913471567938,0.312913471567938,0,0,0,0,3,3,0
"10683","SCI_PAINTED_CAVE_E",2005,"INNER","1","Painted Cave SMCA","mpa","SMCA",0.17582359930937,0.122431037738923,328,0,205,0,2,1,123
"10684","SCI_PAINTED_CAVE_E",2005,"INNER","2","Painted Cave SMCA","mpa","SMCA",0,0,401,0,108,0,0,0,293
"10685","SCI_PAINTED_CAVE_E",2005,"INNER","3","Painted Cave SMCA","mpa","SMCA",0.38261168528872,0.38261168528872,0,0,0,0,3,3,0
"10686","SCI_PAINTED_CAVE_E",2005,"INNER","4","Painted Cave SMCA","mpa","SMCA",0.0723564731742364,0.0723564731742364,0,0,0,0,1,1,0
"10687","SCI_PAINTED_CAVE_E",2005,"OUTER","1","Painted Cave SMCA","mpa","SMCA",0,0,8,29,7,0,0,0,1
"10688","SCI_PAINTED_CAVE_E",2005,"OUTER","2","Painted Cave SMCA","mpa","SMCA",0,0,56,1,54,0,0,0,2
