CA_MPA_Name_Short,year,y,mpa,reference,Diff,lnDiff,resp,time,HW,BA_HW,type,Location,Hectares,source,BA
Santa Barbara Island SMR,2011,Semicossyphus pulcher legal,0.1961997401303504,0.22823454175359226,0.8655325068000606,-0.14441034666555647,Bio,8,N,B,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2011,Semicossyphus pulcher,0.33898305084745767,0.4576271186440678,0.7462848858281987,-0.2926478671894965,Den,8,N,B,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2011,Semicossyphus pulcher legal,0.26373626373626374,0.2967032967032967,0.8925116445718381,-0.11371571827414173,Den,8,N,B,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Semicossyphus pulcher,0.4474655779195053,0.2991193565100527,1.479899489583171,0.39197417302606585,Bio,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Semicossyphus pulcher legal,0.3861411106629104,0.16456506142333766,2.269303533209482,0.8194729708522955,Bio,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Panulirus interruptus,1,0.0014729047863353082,88.03350318072461,4.477717459986292,Bio,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Panulirus interruptus legal,0,0,1,0,Bio,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Panulirus interruptus sublegal,1,0.0014729047863353082,88.03350318072461,4.477717459986292,Bio,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Semicossyphus pulcher,0.5974576271186441,0.940677966101695,0.6389730789802104,-0.4478929554135158,Den,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Semicossyphus pulcher legal,0.3846153846153846,0.4285714285714286,0.8997744926083687,-0.10561111082265116,Den,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Panulirus interruptus,1,0.22222222222222224,4.349282296650717,1.4700108422126676,Den,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Panulirus interruptus sublegal,1,0.22222222222222224,4.349282296650717,1.4700108422126676,Den,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Strongylocentrotus purpuratus,0.003484024473147518,0.19170632222977566,0.0668497859863166,-2.7053071768407064,Den,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Macrocystis pyrifera,0.4937480215257992,0.5997150997150997,0.826202306226604,-0.19091561265735088,Den,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,All urchins,0.006874073158675236,0.29195501730103807,0.0558827381293433,-2.884499745626642,Den,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2019,Mesocentrotus franciscanus,0.02424242424242424,0.7696969696969697,0.04391760590750097,-3.1254399935694037,Den,16,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2021,Semicossyphus pulcher,0.4216063698505107,0.2592762714670629,1.6028384807136768,0.47177610792294794,Bio,18,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2021,Semicossyphus pulcher legal,0.40016806161168,0.16588494405912402,2.332024857533009,0.846736927750908,Bio,18,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2021,Semicossyphus pulcher,0.4322033898305085,0.711864406779661,0.6125851138764968,-0.49006738478648504,Den,18,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2021,Semicossyphus pulcher legal,0.3901098901098901,0.3626373626373626,1.0737245650250664,0.07113350604979489,Den,18,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2021,Panulirus interruptus,0.48148148148148145,0.22222222222222224,2.1164274322169057,0.7497294936992867,Den,18,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2021,Strongylocentrotus purpuratus,0.003229095853161114,0.18278382053025152,0.06862140099088457,-2.679150825104981,Den,18,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2021,Macrocystis pyrifera,0.3199588477366255,1,0.32669192845210443,-1.1187376669793558,Den,18,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2021,All urchins,0.0032825630252100845,0.26299122590212554,0.04865564078595049,-3.0229875308031193,Den,18,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2021,Mesocentrotus franciscanus,0.0022727272727272735,0.6333333333333333,0.01907677814413566,-3.9592834875907625,Den,18,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2022,Semicossyphus pulcher,1,0.4152916654805023,2.3748408021560534,0.8649304045688133,Bio,19,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2022,Semicossyphus pulcher legal,1,0.34334468207328933,2.85839875691269,1.0502615928377612,Bio,19,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2022,Semicossyphus pulcher,1,0.7372881355932204,1.351553640281243,0.3012547753890413,Den,19,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2022,Semicossyphus pulcher legal,1,0.5274725274725275,1.8791658147618073,0.6308279628187523,Den,19,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2023,Semicossyphus pulcher,0.37418852959351817,0.26082402180517866,1.4185910357312763,0.34966415067049134,Bio,20,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2023,Semicossyphus pulcher legal,0.3585845916256212,0.2131428811509293,1.6517873647796009,0.5018579530006516,Bio,20,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2023,Semicossyphus pulcher,0.4788135593220339,0.5847457627118644,0.8218865773724708,-0.19615287717837537,Den,20,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2023,Semicossyphus pulcher legal,0.34615384615384615,0.3626373626373626,0.9557652609849602,-0.04524293898409125,Den,20,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2023,Panulirus interruptus,0.37037037037037035,0.888888888888889,0.4231561598681499,-0.8600139957980433,Den,20,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2023,Strongylocentrotus purpuratus,0.001444595513256288,0.06424201223657376,0.15415255013277174,-1.8698125815965991,Den,20,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2023,Macrocystis pyrifera,0.6624723013611902,0.8243114909781576,0.8060206633049904,-0.21564589994930045,Den,20,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2023,All urchins,0.0028191423628274835,0.07715954028670291,0.14707675511665333,-1.916800684822261,Den,20,N,A,SMR,C,3307.221086,PISCO,N/A
Santa Barbara Island SMR,2023,Mesocentrotus franciscanus,0.009848484848484851,0.12272727272727275,0.1495433789954338,-1.90016876773524,Den,20,N,A,SMR,C,3307.221086,PISCO,N/A
Scorpion SMR,2004,Semicossyphus pulcher,0.19880242376490775,0.06572144063380644,2.757507279539083,1.014327112047415,Bio,1,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2004,Semicossyphus pulcher legal,0.19990799430638975,0.05815800580389654,3.079726172011762,1.124840687842196,Bio,1,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2004,Semicossyphus pulcher,0.13865546218487393,0.06782713085234093,1.9100724973006324,0.647141198040103,Den,1,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2004,Semicossyphus pulcher legal,0.3157894736842105,0.10056390977443609,2.9466167970078203,1.0806576637458596,Den,1,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2004,Panulirus interruptus,0.21649484536082472,0.005154639175257731,14.945578231292517,2.7044154856058737,Den,1,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2004,Strongylocentrotus purpuratus,0.08821543770159777,0.4506226089565674,0.21322322394048748,-1.545415662320448,Den,1,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2004,Macrocystis pyrifera,0.39933993399339934,0.1943069306930693,2.0035538324852595,0.6949225199545833,Den,1,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2004,All urchins,0.1388142551247255,0.4670899196683079,0.31192077004726315,-1.1650060655776315,Den,1,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2004,Mesocentrotus franciscanus,0.21522646964343078,0.28514830281614734,0.7630959334491854,-0.2703715236888428,Den,1,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2005,Semicossyphus pulcher,0.15857095639620608,0.10915795493289698,1.4146848734617485,0.34690680202560764,Bio,2,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2005,Semicossyphus pulcher legal,0.16338465797889873,0.10308658287774787,1.5332027333988512,0.4273588373291251,Bio,2,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2005,Semicossyphus pulcher,0.12710084033613445,0.13550420168067226,0.9422466069881605,-0.059488247809101356,Den,2,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2005,Semicossyphus pulcher legal,0.17434210526315785,0.15394736842105264,1.1243980738362758,0.11724784698960827,Den,2,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2005,Panulirus interruptus,0.15463917525773196,0.02577319587628866,4.602305475504323,1.5265573682681535,Den,2,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2005,Strongylocentrotus purpuratus,0.13086040057009976,0.383045157902633,0.3583822309928936,-1.02615517781329,Den,2,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2005,Macrocystis pyrifera,0.9026402640264027,0.1742986798679868,4.951963110534091,1.5997840859470542,Den,2,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2005,All urchins,0.1665962002700454,0.3961075271750249,0.43485084233352733,-0.8327521978813714,Den,2,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2005,Mesocentrotus franciscanus,0.18695791840668166,0.23923867651782849,0.7902381811620353,-0.23542088381978019,Den,2,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2006,Semicossyphus pulcher,0.12708602175987116,0.1019802634198343,1.224198064670654,0.20228598854047225,Bio,3,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2006,Semicossyphus pulcher legal,0.10311130765794146,0.07230411921196102,1.374309193038583,0.3179511998079755,Bio,3,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2006,Semicossyphus pulcher,0.14600840336134455,0.13739495798319326,1.0584378563283925,0.056794100685006656,Den,3,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2006,Semicossyphus pulcher legal,0.1513157894736842,0.08289473684210526,1.7365439093484423,0.5518968790029148,Den,3,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2006,Panulirus interruptus,0.061855670103092765,0.005154639175257731,4.741496598639455,1.5563528239817874,Den,3,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2006,Strongylocentrotus purpuratus,0.8934063461105692,0.6277004725827019,1.4166625005808013,0.34830375349739856,Den,3,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2006,Macrocystis pyrifera,0.40140264026402633,0.13737623762376236,2.791512708543276,1.0265836383437206,Den,3,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2006,All urchins,0.9611980196669438,0.6192859708223656,1.5433333407985557,0.43394458426711013,Den,3,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2006,Mesocentrotus franciscanus,0.6835849662704787,0.2917068208587643,2.298870686106103,0.8324179963113403,Den,3,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2007,Semicossyphus pulcher,0.14133388335887065,0.10875453050726097,1.274341978469762,0.24242995006952808,Bio,4,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2007,Semicossyphus pulcher legal,0.14409382637512064,0.09183905933186914,1.513111250104596,0.41416796158395536,Bio,4,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2007,Semicossyphus pulcher,0.12184873949579832,0.0976890756302521,1.224346468981662,0.2024072069289068,Den,4,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2007,Semicossyphus pulcher legal,0.18421052631578946,0.09473684210526315,1.85427135678392,0.617491819316035,Den,4,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2007,Panulirus interruptus,0.015463917525773191,0.0030927835051546386,1.9448818897637792,0.6652012501693857,Den,4,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2007,Strongylocentrotus purpuratus,0.5356124821843823,0.48862238391718554,1.0942398491981884,0.09005992055343809,Den,4,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2007,Macrocystis pyrifera,0.10952970297029703,0.10383663366336635,1.05001087192868,0.04880051833361797,Den,4,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2007,All urchins,0.5498629314930238,0.5083761814486982,1.0800321301962277,0.07699079087529274,Den,4,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2007,Mesocentrotus franciscanus,0.32101938109005246,0.31557982653389016,1.0167072837837392,0.01656925241587442,Den,4,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2008,Semicossyphus pulcher,0.30510900761679555,0.1582333988430686,1.873046670778704,0.6275663408123253,Bio,5,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2008,Semicossyphus pulcher legal,0.3162323541143627,0.15082305543059674,2.0285173244650134,0.7073051441578496,Bio,5,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2008,Semicossyphus pulcher,0.15966386554621845,0.14369747899159666,1.1038819026790592,0.09883296992197141,Den,5,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2008,Semicossyphus pulcher legal,0.21052631578947367,0.12631578947368421,1.6177606177606176,0.4810428582225999,Den,5,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2008,Panulirus interruptus,0.015463917525773191,0.0077319587628866,1.4360465116279066,0.36189385981452393,Den,5,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2008,Strongylocentrotus purpuratus,0.33930312804740836,0.4711199459905484,0.7260208830632651,-0.32017650002108083,Den,5,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2008,Macrocystis pyrifera,0.125,0.2271039603960396,0.569370497964297,-0.5632239179773578,Den,5,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2008,All urchins,0.4143901474338866,0.4897244081959239,0.8492483866577486,-0.16340357166918454,Den,5,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2008,Mesocentrotus franciscanus,0.4256344362351429,0.3027893778777171,1.392740505419117,0.3312733927489827,Den,5,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2009,Semicossyphus pulcher,0.28982855066164037,0.21765834343953455,1.3170110356235374,0.27536480209091,Bio,6,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2009,Semicossyphus pulcher legal,0.2966929188564215,0.18143342157983106,1.602086596610954,0.47130690249793716,Bio,6,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2009,Semicossyphus pulcher,0.3739495798319327,0.4399159663865546,0.8533806499813222,-0.15854958251702647,Den,6,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2009,Semicossyphus pulcher legal,0.2960526315789474,0.19539473684210526,1.4900704676489431,0.39882341256317777,Den,6,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2009,Panulirus interruptus,0.10824742268041236,0.009278350515463914,6.133689839572193,1.813796500274784,Den,6,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2009,Strongylocentrotus purpuratus,0.8174368014402521,0.4970557347535818,1.6318458597896908,0.4897118034230822,Den,6,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2009,Macrocystis pyrifera,0.10987348734873487,0.12487623762376239,0.8887665422809484,-0.11792068506356146,Den,6,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2009,All urchins,0.8186126757681974,0.5314418788614449,1.5303815757854216,0.42551710024853084,Den,6,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2009,Mesocentrotus franciscanus,0.42070885533783065,0.36911339543848376,1.1360950589458108,0.12759699544757802,Den,6,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Semicossyphus pulcher,0.47433363391702943,0.1413301789073251,3.2005092270037974,1.163309930583985,Bio,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Semicossyphus pulcher legal,0.47028540358559795,0.05897747075689106,6.962931495101478,1.9406005774948756,Bio,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Panulirus interruptus,0.09546392246828363,0,10.546392246828361,2.3557838343127107,Bio,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Panulirus interruptus legal,0.05063744380130102,0,6.063744380130102,1.802327493779103,Bio,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Panulirus interruptus sublegal,0.09546392246828363,0,10.546392246828361,2.3557838343127107,Bio,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Semicossyphus pulcher,0.2815126050420168,0.26785714285714285,1.0491456222591864,0.047976139855032594,Den,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Semicossyphus pulcher legal,0.31578947368421045,0.05263157894736841,5.201680672268907,1.6489817795730666,Den,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Panulirus interruptus,0.18556701030927833,0,19.556701030927833,2.9733179914316312,Den,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Panulirus interruptus legal,0.1111111111111111,0,12.111111111111109,2.4941233048929243,Den,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Panulirus interruptus sublegal,0.18556701030927833,0,19.556701030927833,2.9733179914316312,Den,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Strongylocentrotus purpuratus,0.4983122046358113,0.46880391568524493,1.0616291721598292,0.059804683085426864,Den,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Macrocystis pyrifera,0.5324532453245324,0.27898102310231027,1.8771241083622412,0.6297408760163923,Den,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,All urchins,0.5273159576837922,0.4724442292567386,1.1137369360010585,0.10772096999317538,Den,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2010,Mesocentrotus franciscanus,0.351643644929864,0.25125816468572654,1.3842386337088965,0.3251502655323761,Den,7,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Semicossyphus pulcher,0.5885480231331042,0.1713926353460079,3.2997371805716864,1.193842823049818,Bio,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Semicossyphus pulcher legal,0.6093515376384513,0.06789519428327627,7.951087911612324,2.0733087635318883,Bio,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Panulirus interruptus,0.15353005683068585,0.08806845412583081,1.6675092749077276,0.5113310609557278,Bio,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Panulirus interruptus legal,0.10292787224138936,0.09939212470358978,1.0323217740525663,0.03181041502348866,Bio,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Panulirus interruptus sublegal,0.15353005683068585,0.08806845412583081,1.6675092749077276,0.5113310609557278,Bio,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Semicossyphus pulcher,0.21428571428571427,0.21428571428571427,1,0,Den,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Semicossyphus pulcher legal,0.35526315789473684,0.10197368421052631,3.2620446533490015,1.182354193053321,Den,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Panulirus interruptus,0.25773195876288657,0.02577319587628866,7.484149855907781,2.012787431715889,Den,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Panulirus interruptus legal,0.17777777777777778,0.04,3.7555555555555555,1.3232362251527536,Den,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Panulirus interruptus sublegal,0.25773195876288657,0.02474226804123711,7.706231454005935,2.042029281310387,Den,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Strongylocentrotus purpuratus,0.47719600930162775,0.57307216262846,0.8355672599860927,-0.17964443151050247,Den,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Macrocystis pyrifera,0.3505225522552255,0.16553217821782176,2.0538829741396194,0.7197321352676815,Den,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,All urchins,0.5009978951005396,0.5790689797829635,0.8674669905191946,-0.14217781915979452,Den,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2011,Mesocentrotus franciscanus,0.3233750936931149,0.312346075596959,1.034214835951488,0.03364252621792219,Den,8,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Semicossyphus pulcher,0.4528750866967864,0.23735016114172866,1.871335294710257,0.6266522373883762,Bio,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Semicossyphus pulcher legal,0.4677136137736584,0.22090109932534935,2.068910088212875,0.7270219411796391,Bio,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Panulirus interruptus,0.1171088790070438,0.002713526000267091,9.997924966242522,2.3023775680864937,Bio,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Panulirus interruptus legal,0.10153469745082412,0,11.153469745082411,2.4117506373969837,Bio,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Panulirus interruptus sublegal,0.1171088790070438,0.002713526000267091,9.997924966242522,2.3023775680864937,Bio,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Semicossyphus pulcher,0.2226890756302521,0.17752100840336132,1.240869370378669,0.21581223910163727,Den,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Semicossyphus pulcher legal,0.4605263157894736,0.34868421052631576,1.3118121790168744,0.27140952403692675,Den,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Panulirus interruptus,0.16494845360824742,0.005154639175257731,11.54421768707483,2.44618467845549,Den,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Panulirus interruptus legal,0.17777777777777778,0,18.77777777777778,2.932674137586854,Den,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Panulirus interruptus sublegal,0.16494845360824742,0.005154639175257731,11.54421768707483,2.44618467845549,Den,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Strongylocentrotus purpuratus,0.5203660640612107,0.48657265021378743,1.0680533127083707,0.06583765755839258,Den,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Macrocystis pyrifera,0.3117436743674367,0.010416666666666666,15.75887384656833,2.7574036254405807,Den,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,All urchins,0.5481285488923138,0.5245791337634056,1.0440522527752285,0.043109538758945104,Den,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2012,Mesocentrotus franciscanus,0.35871078273905127,0.3759503158796445,0.955332247620263,-0.045696095738424675,Den,9,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Semicossyphus pulcher,0.530486745916315,0.27023228761579643,1.928709751880312,0.6568512570142837,Bio,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Semicossyphus pulcher legal,0.6085193772067655,0.3010871163381389,1.9882513441490788,0.6872555309011905,Bio,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Panulirus interruptus,0.3995284288294136,0.023715972600816863,12.146421925241794,2.4970346346657006,Bio,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Panulirus interruptus legal,0.4215280461756005,0.019558324156448537,14.599205418127772,2.680967103817377,Bio,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Panulirus interruptus sublegal,0.3995284288294136,0.023715972600816863,12.146421925241794,2.4970346346657006,Bio,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Semicossyphus pulcher,0.2184873949579832,0.13487394957983193,1.5771461716937356,0.4556169934088324,Den,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Semicossyphus pulcher legal,0.5526315789473684,0.34539473684210525,1.5831173639392817,0.45939591835232024,Den,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Panulirus interruptus,0.27835051546391754,0.04860088365243003,4.920583061070622,1.5934270318303447,Den,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Panulirus interruptus legal,0.41111111111111115,0.0380952380952381,8.755775577557756,2.1697135486283705,Den,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Panulirus interruptus sublegal,0.27835051546391754,0.04860088365243003,4.920583061070622,1.5934270318303447,Den,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Strongylocentrotus purpuratus,1,0.8283056677775754,1.2048111313354255,0.186322817177041,Den,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Macrocystis pyrifera,0.12630638063806382,0,13.630638063806382,2.6123200578046957,Den,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,All urchins,0.9676581970604147,1,0.9679784129311036,-0.03254549264523277,Den,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2013,Mesocentrotus franciscanus,0.4010065317485812,1,0.4069371601471101,-0.8990965031330379,Den,10,N,B,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2014,Semicossyphus pulcher,0.47981618863422765,0.28983531897313475,1.633617381407009,0.4907968083122877,Bio,11,Y,D,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2014,Semicossyphus pulcher legal,0.5362911218807128,0.33318307780055784,1.5918358369586976,0.46488796461696225,Bio,11,Y,D,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2014,Panulirus interruptus,0.14739803735517282,0,15.739803735517283,2.7561927737575957,Bio,11,Y,D,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2014,Panulirus interruptus legal,0.15600442131905923,0,16.600442131905922,2.8094293294599706,Bio,11,Y,D,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2014,Panulirus interruptus sublegal,0.14739803735517282,0,15.739803735517283,2.7561927737575957,Bio,11,Y,D,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2014,Semicossyphus pulcher,0.28571428571428575,0.11134453781512604,2.436980609418283,0.8907598178688139,Den,11,Y,D,SMR,C,2495.721854,PISCO,N/A
Scorpion SMR,2014,Semicossyphus pulcher legal,0.5526315789473684,0.23684210526315788,2.279317697228145,0.8238761425787657,Den,11,Y,D,SMR,C,2495.721854,PISCO,N/A
